"data_as_of","death_year","death_month","jurisdiction_occurrence","drug_involved","time_period","month_ending_date","drug_overdose_deaths","footnote"
"01/04/2026","2023","12","Region 7","Xylazine","12 month-ending","12/31/2023","231",
"01/04/2026","2024","1","Region 7","Xylazine","12 month-ending","01/31/2024","238",
"01/04/2026","2024","2","Region 7","Xylazine","12 month-ending","02/29/2024","252",
"01/04/2026","2024","3","Region 7","Xylazine","12 month-ending","03/31/2024","257",
"01/04/2026","2024","4","Region 7","Xylazine","12 month-ending","04/30/2024","248",
"01/04/2026","2024","5","Region 7","Xylazine","12 month-ending","05/31/2024","247",
"01/04/2026","2024","6","Region 7","Xylazine","12 month-ending","06/30/2024","245",
"01/04/2026","2024","7","Region 7","Xylazine","12 month-ending","07/31/2024","248",
"01/04/2026","2024","8","Region 7","Xylazine","12 month-ending","08/31/2024","247",
"01/04/2026","2024","9","Region 7","Xylazine","12 month-ending","09/30/2024","233",
"01/04/2026","2024","10","Region 7","Xylazine","12 month-ending","10/31/2024","234",
"01/04/2026","2024","11","Region 7","Xylazine","12 month-ending","11/30/2024","228",
"01/04/2026","2024","12","Region 7","Xylazine","12 month-ending","12/31/2024","229",
"01/04/2026","2025","1","Region 7","Xylazine","12 month-ending","01/31/2025","222",
"01/04/2026","2025","2","Region 7","Xylazine","12 month-ending","02/28/2025","214",
"01/04/2026","2025","3","Region 7","Xylazine","12 month-ending","03/31/2025","199",
"01/04/2026","2025","4","Region 7","Xylazine","12 month-ending","04/30/2025","193",
"01/04/2026","2025","5","Region 7","Xylazine","12 month-ending","05/31/2025","175",
"01/04/2026","2025","6","Region 7","Xylazine","12 month-ending","06/30/2025","161",
"01/04/2026","2019","1","Region 8","Xylazine","12 month-ending","01/31/2019","0",
"01/04/2026","2019","2","Region 8","Xylazine","12 month-ending","02/28/2019","0",
"01/04/2026","2019","3","Region 8","Xylazine","12 month-ending","03/31/2019","0",
"01/04/2026","2019","4","Region 8","Xylazine","12 month-ending","04/30/2019","0",
"01/04/2026","2019","5","Region 8","Xylazine","12 month-ending","05/31/2019","0",
"01/04/2026","2019","6","Region 8","Xylazine","12 month-ending","06/30/2019","0",
"01/04/2026","2019","7","Region 8","Xylazine","12 month-ending","07/31/2019","0",
"01/04/2026","2019","8","Region 8","Xylazine","12 month-ending","08/31/2019","0",
"01/04/2026","2019","9","Region 8","Xylazine","12 month-ending","09/30/2019","0",
"01/04/2026","2019","10","Region 8","Xylazine","12 month-ending","10/31/2019","0",
"01/04/2026","2019","11","Region 8","Xylazine","12 month-ending","11/30/2019","0",
"01/04/2026","2019","12","Region 8","Xylazine","12 month-ending","12/31/2019","0",
"01/04/2026","2020","1","Region 8","Xylazine","12 month-ending","01/31/2020","0",
"01/04/2026","2020","2","Region 8","Xylazine","12 month-ending","02/29/2020","0",
"01/04/2026","2020","3","Region 8","Xylazine","12 month-ending","03/31/2020","0",
"01/04/2026","2020","4","Region 8","Xylazine","12 month-ending","04/30/2020","0",
"01/04/2026","2020","5","Region 8","Xylazine","12 month-ending","05/31/2020","0",
"01/04/2026","2020","6","Region 8","Xylazine","12 month-ending","06/30/2020","0",
"01/04/2026","2020","7","Region 8","Xylazine","12 month-ending","07/31/2020","0",
"01/04/2026","2020","8","Region 8","Xylazine","12 month-ending","08/31/2020","0",
"01/04/2026","2020","9","Region 8","Xylazine","12 month-ending","09/30/2020","0",
"01/04/2026","2020","10","Region 8","Xylazine","12 month-ending","10/31/2020","0",
"01/04/2026","2020","11","Region 8","Xylazine","12 month-ending","11/30/2020","0",
"01/04/2026","2020","12","Region 8","Xylazine","12 month-ending","12/31/2020","0",
"01/04/2026","2021","1","Region 8","Xylazine","12 month-ending","01/31/2021","0",
"01/04/2026","2021","2","Region 8","Xylazine","12 month-ending","02/28/2021","0",
"01/04/2026","2021","3","Region 8","Xylazine","12 month-ending","03/31/2021",,"Death counts between 1-9 are suppressed."
"01/04/2026","2021","4","Region 8","Xylazine","12 month-ending","04/30/2021",,"Death counts between 1-9 are suppressed."
"01/04/2026","2021","5","Region 8","Xylazine","12 month-ending","05/31/2021",,"Death counts between 1-9 are suppressed."
"01/04/2026","2021","6","Region 8","Xylazine","12 month-ending","06/30/2021",,"Death counts between 1-9 are suppressed."
"01/04/2026","2021","7","Region 8","Xylazine","12 month-ending","07/31/2021",,"Death counts between 1-9 are suppressed."
"01/04/2026","2021","8","Region 8","Xylazine","12 month-ending","08/31/2021",,"Death counts between 1-9 are suppressed."
"01/04/2026","2021","9","Region 8","Xylazine","12 month-ending","09/30/2021",,"Death counts between 1-9 are suppressed."
"01/04/2026","2021","10","Region 8","Xylazine","12 month-ending","10/31/2021",,"Death counts between 1-9 are suppressed."
"01/04/2026","2021","11","Region 8","Xylazine","12 month-ending","11/30/2021",,"Death counts between 1-9 are suppressed."
"01/04/2026","2021","12","Region 8","Xylazine","12 month-ending","12/31/2021",,"Death counts between 1-9 are suppressed."
"01/04/2026","2022","1","Region 8","Xylazine","12 month-ending","01/31/2022",,"Death counts between 1-9 are suppressed."
"01/04/2026","2022","2","Region 8","Xylazine","12 month-ending","02/28/2022",,"Death counts between 1-9 are suppressed."
"01/04/2026","2022","3","Region 8","Xylazine","12 month-ending","03/31/2022",,"Death counts between 1-9 are suppressed."
"01/04/2026","2022","4","Region 8","Xylazine","12 month-ending","04/30/2022",,"Death counts between 1-9 are suppressed."
"01/04/2026","2022","5","Region 8","Xylazine","12 month-ending","05/31/2022",,"Death counts between 1-9 are suppressed."
"01/04/2026","2022","6","Region 8","Xylazine","12 month-ending","06/30/2022",,"Death counts between 1-9 are suppressed."
"01/04/2026","2022","7","Region 8","Xylazine","12 month-ending","07/31/2022",,"Death counts between 1-9 are suppressed."
"01/04/2026","2022","8","Region 8","Xylazine","12 month-ending","08/31/2022",,"Death counts between 1-9 are suppressed."
"01/04/2026","2022","9","Region 8","Xylazine","12 month-ending","09/30/2022",,"Death counts between 1-9 are suppressed."
"01/04/2026","2022","10","Region 8","Xylazine","12 month-ending","10/31/2022",,"Death counts between 1-9 are suppressed."
"01/04/2026","2022","11","Region 8","Xylazine","12 month-ending","11/30/2022",,"Death counts between 1-9 are suppressed."
"01/04/2026","2022","12","Region 8","Xylazine","12 month-ending","12/31/2022",,"Death counts between 1-9 are suppressed."
"01/04/2026","2023","1","Region 8","Xylazine","12 month-ending","01/31/2023",,"Death counts between 1-9 are suppressed."
"01/04/2026","2023","2","Region 8","Xylazine","12 month-ending","02/28/2023",,"Death counts between 1-9 are suppressed."
"01/04/2026","2023","3","Region 8","Xylazine","12 month-ending","03/31/2023",,"Death counts between 1-9 are suppressed."
"01/04/2026","2023","4","Region 8","Xylazine","12 month-ending","04/30/2023",,"Death counts between 1-9 are suppressed."
"01/04/2026","2023","5","Region 8","Xylazine","12 month-ending","05/31/2023",,"Death counts between 1-9 are suppressed."
"01/04/2026","2023","6","Region 8","Xylazine","12 month-ending","06/30/2023",,"Death counts between 1-9 are suppressed."
